Gare;Date/Heure;Catégorie;Nom de la Source;Annonce restranscrite par ECHO;Annonce réelle;Durée en sec;Nom du mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 20:44:57;SN;Direct;Mais Monsieur, bienvenue en gare de Paris gare de Lyon. Merci à l'ensemble des voyageurs. 2 bien vérifier que vous avez tous vos effets personnels avec vous. Je vous rappelle que tout sac, valise ou autre laissée à bord d'un TGV peut entraîner intervention des forces de l'ordre et même du service de déminage. Merci donc de bien vérifier que vous avez tous vos effets personnels avant de partir de la gare. Merci à tous ceux de votre écoute. Il faisait à tous une bonne soirée.;Mesdames Monsieur, bienvenue en gare de Paris gare de Lyon. Merci à l'ensemble des voyageurs de bien vérifier que vous avez tous vos effets personnels avec vous. Je vous rappelle que tout sac, valise ou autre laissée à bord d'un TGV peut entraîner intervention des forces de l'ordre et même du service de déminage. Merci donc de bien vérifier que vous avez tous vos effets personnels avant de partir de la gare. Merci à tous ceux de votre écoute. Et vous souhaite à tous une bonne soirée.;28,32;0087686006-Pupitre_COE_2_gauche-20230910-204457-0f4c697f-fc1f-4e4b-8249-3980bf968b4c.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 20:50:52;SN;Direct;Mais Monsieur, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV 7882, dans le train en provenance de Perpignan. Mais Monsieur, je répète, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée dans le TGV. Ouigo 7882, en provenance de Perpignan. Mais Monsieur, je répète, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV ouigo 7882 en provenance de Perpignan s'il le ou la propriétaire de se bagage est toujours présent, il est prié de venir récupérer immédiatement à la voie K.;Mesdames, Monsieurs, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV 7882, dans le train en provenance de Perpignan. Mesdames Monsieurs, je répète, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée dans le TGV. Ouigo 7882, en provenance de Perpignan. Mesdames Monsieurs, je répète, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV ouigo 7882 en provenance de Perpignan s'il le ou la propriétaire de se bagage est toujours présent, il est prié de venir récupérer immédiatement à la voie K.;47,04;0087686006-Pupitre_COE_2_gauche-20230910-205052-ee4324ad-041c-4061-ac6b-a301c7b44d16.mp3
Paris Montparnasse Hall 1 & 2;Sun, 10 Sep 2023 12:34:18;SN;Direct;11 de service, votre attention s'il vous plaît, le service de toi n'est attendue au point groupe à côté de la voie 24. Je répète, le service de douane est attendu au point groupe à côté de la voie 24. Merci.;Annonce de service, votre attention s'il vous plaît, le service de douane n'est attendue au point groupe à côté de la voie 24. Je répète, le service de douane est attendu au point groupe à côté de la voie 24. Merci.;15,86;0087391003-COE_2-20230910-123418-e1a9f49c-97ce-4d3f-bab3-c1e3a623912e.mp3
Paris Montparnasse Hall 1 & 2;Sun, 10 Sep 2023 14:33:02;SN;Direct;Très attention s'il vous plaît, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie cette voiture 18 est prié de venir le récupérer de toute urgence avant intervention des services de sécurité. Je répète, Mesdames, Messieurs, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie cette voiture 18 est prié de venir là récupérer de toute urgence avant intervention des services de sécurité.;Votre attention s'il vous plaît, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie 7 cette voiture 18 est prié de venir le récupérer de toute urgence avant intervention des services de sécurité. Je répète, Mesdames, Messieurs, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie 7 voiture 18 est prié de venir là récupérer de toute urgence avant intervention des services de sécurité.;32,59;0087391003-COE_2-20230910-143302-23c5237a-2c5b-4fe6-aa18-a69cd2df39f7.mp3
Paris Montparnasse Hall 1 & 2;Sun, 10 Sep 2023 14:54:44;SN;Direct;C'est Messieurs, votre attention, s'il vous plaît. Voie numéro 3, la rame pour Toulouse 6U se situe au niveau du butoir en entrée de quai et la rame pour Arcachon se situe à l'avant du quai côté. Pasteur.;Mesdames, Messieurs, votre attention, s'il vous plaît. Voie numéro 3, la rame pour Toulouse 6U se situe au niveau du butoir en entrée de quai et la rame pour Arcachon se situe à l'avant du quai côté. Pasteur.;18,59;0087391003-COE_2-20230910-145444-3aa084a6-113f-44e2-aa47-55fdf505ed1c.mp3
Paris Montparnasse Hall 1 & 3;Sun, 10 Sep 2023 15:09:42;SN;Direct;Au 3, attention à la fermeture automatique des portes. Le départ est imminent. Voie numéro 3 attention à la fermeture automatique des portes. Le départ est imminent.;Voie 3, attention à la fermeture automatique des portes. Le départ est imminent. Voie numéro 3 attention à la fermeture automatique des portes. Le départ est imminent.;7,23;0087391003-COE_2-20230910-150942-a2ac0935-750f-4acc-a97f-ceff888abb69.mp3
Paris Montparnasse Hall 1 & 4;Sun, 10 Sep 2023 15:57:48;SN;Direct;M Messieurs voie 2, attention à la fermeture automatique des portes. Le départ du train et imminent je répète voie 2, attention à la fermeture des portes. Le départ du train et imminent.;Mesdames, Messieurs voie 2, attention à la fermeture automatique des portes. Le départ du train et imminent je répète voie 2, attention à la fermeture des portes. Le départ du train et imminent.;11,33;0087391003-COE_2-20230910-155748-15d08d76-4e88-41e6-9940-cd32bd5c1f2d.mp3
Paris Montparnasse Hall 1 & 5;Sun, 10 Sep 2023 17:24:31;SN;Direct;Ce train voie, c'est entre en gare, veuillez vous éloigner de la bordure du quai s'il vous plaît. Je répète votre train voie 7 entre en gare, veuillez immédiatement vous éloigner de la bordure du quai. Merci.;Votre train voie 7 entre en gare, veuillez vous éloigner de la bordure du quai s'il vous plaît. Je répète votre train voie 7 entre en gare, veuillez immédiatement vous éloigner de la bordure du quai. Merci.;7,96;0087391003-COE_2-20230910-172431-5c640e6a-d4a0-4c5d-b410-9dc00cd95f9e.mp3
Paris Montparnasse Hall 1 & 6;Sun, 10 Sep 2023 21:37:56;SN;Direct;Je votre attention s'il vous plaît. Cette annonce s'adresse uniquement aux voyageurs du TGV 8461 à destination de Bordeaux. Votre train partira de la voie une. Info.;Je votre attention s'il vous plaît. Cette annonce s'adresse uniquement aux voyageurs du TGV 8461 à destination de Bordeaux. Votre train partira de la voie 1. Info.;13;0087391003-COE_2-20230910-213756-c1784dc7-03e5-43ed-8eb1-9eccae888007.mp3
Paris Montparnasse Hall 1 & 7;Sun, 10 Sep 2023 23:58:08;SN;Direct;Mesdames, Messieurs, voie numéro 9, nous invitons les utilisateurs de trottinettes bien vouloir descendre de leurs véhicules, c'est interdit. L'usage des trottinettes est interdit en gare. Merci.;Mesdames, Messieurs, voie numéro 9, nous invitons les utilisateurs de trottinettes bien vouloir descendre de leurs véhicules, c'est interdit. L'usage des trottinettes est interdit en gare. Merci.;15;0087391003-COE_2-20230910-235808-3445d786-948f-4d4c-9270-fc42fd10a8d3.mp3
Paris Montparnasse Hall 1 & 8;Fri, 01 Sep 2023 17:11:46;SN;Direct;Merci aux voyageurs étant arrivé voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8. Je répète, Mesdames, Messieurs, je demande aux voyageurs arrivés voie numéro 9 de bien rester de leur côté du Caire afin de faciliter la montée des voyageurs. Voie numéro 8.;Merci aux voyageurs étant arrivé voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8. Je répète, Mesdames, Messieurs, je demande aux voyageurs arrivés voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8.;17;0087391003-COE_2-20230901-171146-25d0a47e-898d-46e9-a9ec-541109b65908.mp3
Paris Montparnasse Hall 1 & 9;Fri, 01 Sep 2023 18:00:14;SN;Direct;Si au voie numéro 9, prenez garde à la fermeture automatique des portes, le départ et maintenant voie numéro 9, prenez garde à la fermeture automatique des portes. Le départ et imminent.;Mesdames, messieurs,  voie numéro 9, prenez garde à la fermeture automatique des portes, le départ et maintenant voie numéro 9, prenez garde à la fermeture automatique des portes. Le départ et imminent.;10;0087391003-COE_2-20230901-180014-f7cc0a3c-27e6-4be1-91af-9483ac532294.mp3
Paris Montparnasse Hall 1 & 10;Fri, 01 Sep 2023 18:04:52;SN;Direct;4 5 votre attention s il vous plaît je vous rappelle que sur la voie numéro 5 se situe vos TGV numéro 8592 à destination de Tarbes et 8500 cinquante et un à destination de Hendaye Départ prévu 18h10 et sur la voie numéro 4 va arriver votre TGV numéro 8345 à destination de Poitiers 8319 à destination de tour Départ prévu 18h31 Je t invite annonce;Voie 4 votre attention s il vous plaît je vous rappelle que sur la voie numéro 5 se situe vos TGV numéro 8592 à destination de Tarbes et 8551 à destination de Hendaye Départ prévu 18h10 et sur la voie numéro 4 va arriver votre TGV numéro 8345 à destination de Poitiers 8319 à destination de Tours Départ prévu 18h31 Je t invite annonce;24,74;0087391003-COE_2-20230901-180452-c6cd8f14-f8e4-40a0-a977-253520cd518d.mp3
Paris Montparnasse Hall 1 & 11;Fri, 01 Sep 2023 18:23:00;SN;Direct;Une votre train entre en gare, Éloignez vous de la bordure du quai voie numéro une, votre train rentre en gare, éloignez vous de la bordure du quai.;Voie 1 votre train entre en gare, Éloignez vous de la bordure du quai voie numéro une, votre train rentre en gare, éloignez vous de la bordure du quai.;8;0087391003-COE_2-20230901-182300-d9b2e13d-0a50-4405-aa2c-58e646caf3fc.mp3
Paris Montparnasse Hall 1 & 12;Fri, 01 Sep 2023 18:25:49;SN;Direct;Abonnement 21, attention à la fermeture des portes, votre train va partir voie 21 voie 21 attention à la fermeture des portes, votre train est au départ, merci.;Voie numéro 21, attention à la fermeture des portes, votre train va partir voie 21 voie 21 attention à la fermeture des portes, votre train est au départ, merci.;9;0087391003-COE_1-20230901-182549-e7f11891-6b88-4290-b850-5594f271c751.mp3
Paris Montparnasse Hall 1 & 13;Wed, 06 Sep 2023 14:02:16;SN;Direct;Voie numéro 6, c'est voie numéro 7, votre attention s'il vous plaît. Un TGV arrive voie numéro 7, un TGV arrive voie numéro 7 pour votre sécurité et pour une gestion de flux optimal. Je demande passagers de la voie 6 de se tenir sur la gauche du quai, s'il vous plaît, Mesdames, Messieurs, je vous demande de vous tenir sur la gauche du quai afin de faciliter la sortie des passagers qui arrivent. Voie numéro 7, Mesdames, Monsieur, merci pour votre collaboration.;Voie numéro 6 et voie numéro 7, votre attention s'il vous plaît. Un TGV arrive voie numéro 7, un TGV arrive voie numéro 7 pour votre sécurité et pour une gestion de flux optimal. Je demande passagers de la voie 6 de se tenir sur la gauche du quai, s'il vous plaît, Mesdames, Messieurs, je vous demande de vous tenir sur la gauche du quai afin de faciliter la sortie des passagers qui arrivent. Voie numéro 7, Mesdames, Monsieur, merci pour votre collaboration.;31;0087391003-COE_2-20230906-140216-d68d44e6-7051-4cce-9658-af0d60fd5996.mp3
Paris Montparnasse Hall 1 & 14;Wed, 06 Sep 2023 14:06:25;SN;Direct;Numéro 2, le départ de votre TGV te imminent attention à la fermeture des portes, je vous invite à monter à bord le plus rapidement possible. Voie numéro 2, votre TGV va quitter la gare. Mesdames, Monsieur, merci.;Numéro 2, le départ de votre TGV est imminent attention à la fermeture des portes, je vous invite à monter à bord le plus rapidement possible. Voie numéro 2, votre TGV va quitter la gare. Mesdames, Monsieur, merci.;14;0087391003-COE_2-20230906-140625-2430b106-6663-4e56-ab58-c7307e5c8c13.mp3
Paris Montparnasse Hall 1 & 15;Wed, 06 Sep 2023 18:31:12;SN;Direct;Mais là Messieurs, j'informe les voyageurs à destination de Brest et Quimper. 18h43, initialement prévues votre TGV et malheureusement dans un périmètre de sécurité liées à un bagage abandonné à proximité. Par conséquent, nous sommes dans l'obligation de faire intervenir une équipe de déminage. Votre TGV et pour le moment retardé de 5 Min. Je reviendrai vers vous pour faire le point d'ici quelques instants.;Mesdames, Messieurs, j'informe les voyageurs à destination de Brest et Quimper. 18h43, initialement prévues votre TGV et malheureusement dans un périmètre de sécurité liées à un bagage abandonné à proximité. Par conséquent, nous sommes dans l'obligation de faire intervenir une équipe de déminage. Votre TGV et pour le moment retardé de 5 Min. Je reviendrai vers vous pour faire le point d'ici quelques instants.;32;0087391003-COE_2-20230906-183112-ac66c433-bcf9-4ae1-91cc-c32b1e4a4c90.mp3
Paris Montparnasse Hall 1 & 16;Wed, 06 Sep 2023 20:31:36;SN;Direct;C'est Messieurs, voie numéro 15, voie numéro 15 pour le départ à destination de Rambouillet. Je vous rappelle que seuls l'avant du train prend des voyageurs, merci de vous avancer en début de quai pour accéder à vos voitures. Train à destination de Rambouillet, avancer vous en début de quais. Pour accéder à vos voitures.;Mesdames, Messieurs, voie numéro 15, voie numéro 15 pour le départ à destination de Rambouillet. Je vous rappelle que seuls l'avant du train prend des voyageurs, merci de vous avancer en début de quai pour accéder à vos voitures. Train à destination de Rambouillet, avancer vous en début de quais. Pour accéder à vos voitures.;24;0087391003-COE_1-20230906-203136-275e0c80-2e26-4557-acbc-b3320afd1ef0.mp3
Paris Montparnasse Hall 1 & 17;Thu, 07 Sep 2023 10:07:25;SPI;Direct;Vos numéro 3 votre attention s il vous plaît je vous rappelle que votre TGV numéro 8871 à destination de Nantes Départ prévu 10h30 desservir à l égard de Le Mans Angers Saint Lo et Nantes son terminus;Voie numéro 3 votre attention s il vous plaît je vous rappelle que votre TGV numéro 8871 à destination de Nantes Départ prévu 10h30 desservir à l égard de Le Mans Angers Saint Lo et Nantes son terminus;15;0087391003-COE_2-20230907-100725-16c06269-60f0-4f8d-96aa-5ba79076e7de.mp3
Paris Montparnasse Hall 1 & 18;Thu, 07 Sep 2023 11:03:45;SN;Direct;Chanson s'il vous plaît, votre attention, s'il vous plaît, Madame talmont, Madame Talmont est prié de se présenter à l'espace de vente situé près de la voie numéro une, Madame Talmont et priée de se présenter à l'espace de vente près de la voie numéro une.;Votre attention s'il vous plaît, votre attention, s'il vous plaît, Madame talmont, Madame Talmont est prié de se présenter à l'espace de vente situé près de la voie numéro une, Madame Talmont et priée de se présenter à l'espace de vente près de la voie numéro une.;17;0087391003-COE_1-20230907-110345-52fc31ca-4ffb-4b0a-aa08-d817847238dd.mp3
Paris Montparnasse Hall 1 & 1;Thu, 07 Sep 2023 12:56:58;SN;Direct;Et aujourd'hui ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro une. Merci de retourner sur le quai transversal.;Voyageurs du ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro une. Merci de retourner sur le quai transversal.;10;0087391003-COE_2-20230907-125658-0c58b31e-ad2a-4e90-9beb-73b5e5adc1b1.mp3
Paris Montparnasse Hall 1 & 2;Thu, 07 Sep 2023 12:58:54;SN;Direct;Ou une prenez garde à la fermeture automatique des portes, le départ et n'en voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent.;Voie une prenez garde à la fermeture automatique des portes, le départ et voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent.;9;0087391003-COE_2-20230907-125854-ada074b8-cafa-4fae-8c52-635343f2b1b2.mp3
Paris Montparnasse Hall 1 & 2;Thu, 07 Sep 2023 13:08:57;SN;Direct;0 5 pour les voyageurs du TGV numéro 8875 à destination de Nantes. Je vous rappelle que vous desservir et les garde. Le Mans, Sablé-Sur-Sarthe, Angers, Saint-Laud et une entre son terminus.;Voie 5 pour les voyageurs du TGV numéro 8875 à destination de Nantes. Je vous rappelle que vous desservir et les gares de le Mans, Sablé-Sur-Sarthe, Angers, Saint-Laud et une entre son terminus.;14;0087391003-COE_2-20230907-130857-1c410be4-25d5-49d4-8329-eac2f1fb16c8.mp3
Paris Montparnasse Hall 1 & 22;Thu, 07 Sep 2023 13:11:50;SN;Direct;Le joueur du train ouigo numéro 7615 à destination de Quimper Départ initialement prévu 12h47 Mesdames Messieurs je vous informe que votre train ouigo est actuellement en cours d acheminement depuis nos ateliers de Bercy Je vous rappelle qu un retard au départ de environ 1 h et à prévoir Mesdames Messieurs ce retard est une estimation il est susceptible d évoluer à la hausse ou à la baisse Je vous demande donc de bien rester attentif aux annonces et aux affichages en gare La 2;Les voyageurs du train ouigo numéro 7615 à destination de Quimper Départ initialement prévu 12h47 Mesdames Messieurs je vous informe que votre train ouigo est actuellement en cours d acheminement depuis nos ateliers de Bercy Je vous rappelle qu un retard au départ de environ 1 h et à prévoir Mesdames Messieurs ce retard est une estimation il est susceptible d évoluer à la hausse ou à la baisse Je vous demande donc de bien rester attentif aux annonces et aux affichages en gare La 2;28;0087391003-COE_2-20230907-131150-cfdf4110-8639-4324-b09d-ce9f0913f060.mp3
Paris Montparnasse Hall 1 & 23;Thu, 07 Sep 2023 17:35:25;SN;Direct;Mais là Messieurs, prochain départ à destination de Dreux. Départ prévu à 17h43. Départ voie numéro 16 17h43 2 départ voie numéro 16.;Mesdames, Messieurs, prochain départ à destination de Dreux. Départ prévu à 17h43. Départ voie numéro 16 17h43 Dreux départ voie numéro 16.;10;0087391003-COE_1-20230907-173525-c1404d1a-5a1e-45f0-ae95-59046b58cb5c.mp3
Paris Montparnasse Hall 1 & 24;Thu, 07 Sep 2023 17:36:20;SN;Direct;Point numéro 5, voie numéro 5, votre train entre en gare pour votre sécurité, éloignez vous de la bordure du quai voie numéro 5, votre train va entrer en gare. Merci de rester éloignés de la bordure du quai. Ne tentez pas de monter à bord du train jusqu'à son arrêt complet voie numéro 5, éloignez vous du bord du quai.;Voie numéro 5, voie numéro 5, votre train entre en gare pour votre sécurité, éloignez vous de la bordure du quai voie numéro 5, votre train va entrer en gare. Merci de rester éloignés de la bordure du quai. Ne tentez pas de monter à bord du train jusqu'à son arrêt complet voie numéro 5, éloignez vous du bord du quai.;25;0087391003-COE_2-20230907-173620-51cc7a6b-1344-4e23-a239-cdb200e5ff43.mp3
Paris Montparnasse Hall 1 & 25;Thu, 07 Sep 2023 18:14:39;SN;Direct;Mais là Messieurs, voie numéro 20, seuls la 2nde partie du train prend les voyageurs voie 20. Seule la 2nde partie du train prend les voyageurs. L'arrière du train restera en gare voie 20. L'arrière du train reste en gare, seule la 2nde partie du train prend les voyageurs.;Mesdames, Messieurs, voie numéro 20, seuls la seconde partie du train prend les voyageurs voie 20. Seule la seconde partie du train prend les voyageurs. L'arrière du train restera en gare voie 20. L'arrière du train reste en gare, seule la seconde partie du train prend les voyageurs.;17;0087391003-COE_1-20230907-181439-598e10d9-0718-4632-baa5-5e07dcee0cef.mp3
Paris Montparnasse Hall 1 & 26;Thu, 07 Sep 2023 18:18:34;SN;Direct;Voisin voisin, départ imminent pour les garde à la fermeture automatique des portes. Attention au départ.;Voie 20 voie 20  départ imminent pour les garde à la fermeture automatique des portes. Attention au départ.;8;0087391003-COE_1-20230907-181834-1a6638cf-b18b-4ab4-8056-fd2444d43308.mp3
Paris Montparnasse Hall 1 & 27;Thu, 07 Sep 2023 12:58:54;SN;Direct;Ou une prenez garde à la fermeture automatique des portes, le départ et n'en voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent.;Voie une prenez garde à la fermeture automatique des portes, le départ et n'en voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent.;8,81;0087391003-COE_2-20230907-125854-ada074b8-cafa-4fae-8c52-635343f2b1b2 (1).mp3
Paris Montparnasse Hall 1 & 28;Thu, 07 Sep 2023 12:56:58;SN;Direct;Et aujourd'hui ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro une. Merci de retourner sur le quai transversal.;Voyageurs du ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro 1 Merci de retourner sur le quai transversal.;9;0087391003-COE_2-20230907-125658-0c58b31e-ad2a-4e90-9beb-73b5e5adc1b1 (1).mp3
Paris Montparnasse Hall 1 & 29;Wed, 06 Sep 2023 18:14:50;SN;Direct;Tel que votre TGV à destination de Poitiers, tours est en cours d'acheminement, il arrivera en gare que d'ici quelques minutes. Dès à présent, les paramètres de sécurité sur la voie 6 restez bien éloigner de la bordure du quai.;Je vous rappel que votre TGV à destination de Poitiers, tours est en cours d'acheminement, il arrivera en gare que d'ici quelques minutes. Dès à présent, les paramètres de sécurité sur la voie 6 restez bien éloigner de la bordure du quai.;10;0087391003-COE_2-20230906-181450-d183f7b9-c067-45ee-93d5-72848c4e131f.mp3
Paris Montparnasse Hall 1 & 30;Mon, 04 Sep 2023 21:14:02;SN;Direct;Tout ce train ne prend pas de voyageurs. Voie numéro 12, ce train ne prend pas de voyageur.;Ce train ne prend pas de voyageurs. Voie numéro 12, ce train ne prend pas de voyageur.;4,15;0087391003-COE_1-20230904-211402-4837eaa2-0f5f-496b-89d9-1e5f6dec0e70.mp3
Paris Montparnasse Hall 1 & 31;Tue, 05 Sep 2023 08:00:55;SN;Direct;D'où ce train ne prend pas de voyageurs 12 au 12. Ce train ne prend pas de voyageur.;Voie 12 ce train ne prend pas de voyageurs 12 au 12. Ce train ne prend pas de voyageur.;5;0087391003-COE_1-20230905-080055-03452990-df5f-477f-943e-4e200368fee6.mp3
Paris Montparnasse Hall 1 & 32;Sat, 02 Sep 2023 19:03:48;SN;Direct;C'est ce train ne prend pas de voyageurs. Voie de Meaux 16 ne prend pas de voyageur.;Voie 16 ce train ne prend pas de voyageurs. Voie de Meaux 16 ne prend pas de voyageur.;6,25;0087391003-COE_1-20230902-190348-e6120d17-6385-49dc-b167-a36e0f576818.mp3
Paris Montparnasse Hall 1 & 33;Tue, 05 Sep 2023 06:42:19;SN;Direct;Tu vois numéro 7 ? Attention à la fermeture des portes, votre train va partir voie numéro 7, voie de Meaux 7 attention à la fermeture des portes le train et au départ.;Voie numéro 7  Attention à la fermeture des portes, votre train va partir voie numéro 7, voie de Meaux 7 attention à la fermeture des portes le train et au départ.;7,27;0087391003-COE_1-20230905-064219-593f45ad-191a-4d12-8b48-174e4dad27a5.mp3
Paris Montparnasse Hall 1 & 34;Tue, 05 Sep 2023 10:55:31;SN;Direct;Cette votre train est prêt au départ. Veuillez embarquer. Je répète, voie numéro 7, le train est prêt au départ, veuillez monter à bord du train immédiatement.;Voie 7 votre train est prêt au départ. Veuillez embarquer. Je répète, voie numéro 7, le train est prêt au départ, veuillez monter à bord du train immédiatement.;9,91;0087391003-COE_2-20230905-105531-9946b6eb-1ee0-4e1b-a776-496c3071cd0c.mp3
Paris Montparnasse Hall 1 & 35;Sat, 02 Sep 2023 21:09:53;SN;Direct;Une entre en rentrant gare, Éloignez vous de la bordure du quai voie numéro 01h01, train rentre en gare, Éloignez vous de la bordure du quai. C'est bien.;1 un train entre en gare, Éloignez vous de la bordure du quai voie numéro 01h01, train rentre en gare, Éloignez vous de la bordure du quai. C'est bien.;10,1;0087391003-COE_2-20230902-210953-5d737e42-ca61-42d0-a111-ee9c27ebeee1.mp3
Paris Montparnasse Hall 1 & 36;Tue, 05 Sep 2023 07:27:57;SN;Direct;Nous 11 voie de Meaux 11. Ce train ne prend pas de voyageurs, voie nous 11 Meaux 11. Ce train ne prend pas de voyageurs. Merci de bien vouloir descendre du train et n'oublier aucun effet personnel.;Voie numéro 11 voie de numéro 11. Ce train ne prend pas de voyageurs, voie numéro 11 numéro 11. Ce train ne prend pas de voyageurs. Merci de bien vouloir descendre du train et n'oublier aucun effet personnel.;11,92;0087391003-COE_1-20230905-072757-04cee149-5d14-40ed-ae7c-2cc3f3545156.mp3
Paris Montparnasse Hall 1 & 37;Mon, 04 Sep 2023 12:43:16;SN;Direct;Moi numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo. Je répète voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo.;Voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo. Je répète voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo.;12,16;0087391003-COE_2-20230904-124316-d140c989-bb2a-4d89-8f6f-0cd879b2f66a.mp3
Paris Montparnasse Hall 1 & 38;Sun, 03 Sep 2023 18:55:35;SN;Direct;Rue de. Je vous informe que la partie arrière de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai afin de pouvoir embarquer. Je répète, Mesdames, Messieurs, voie numéro 8, la première partie de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai avant de pouvoir embarquer.;Voie numéro 8. Je vous informe que la partie arrière de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai afin de pouvoir embarquer. Je répète, Mesdames, Messieurs, voie numéro 8, la première partie de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai avant de pouvoir embarquer.;15,69;0087391003-COE_2-20230903-185535-ca8534c9-49fe-44bd-a0a7-ed98bb5c8b48.mp3
Paris Montparnasse Hall 1 & 2;Mon, 04 Sep 2023 08:06:18;SN;Direct;19, votre train destination de Chartres, la montée se fera à l'avant du quai, l'arrière reste en gare. Je répète voie 19, votre train à destination de Chartres. La montée se fera l'avant du quai, l'arrière restant en gare. Merci.;Voie 19, votre train destination de Chartres, la montée se fera à l'avant du quai, l'arrière reste en gare. Je répète voie 19, votre train à destination de Chartres. La montée se fera l'avant du quai, l'arrière restant en gare. Merci.;17;0087391003-COE_1-20230904-080618-173e1347-df4f-4c90-a247-228851c76ceb.mp3
Paris Est;Sun, 10 Sep 2023 07:51:16;SN;Direct;Sage pour le service, message pour le service, ceci est un test de sonorisation.;Message pour le service, message pour le service, ceci est un test de sonorisation.;6,94;0087113001-Pupitres-20230910-075116-432bf59d-7fa8-403d-93f5-77e1974799b8.mp3
Paris Est;Sat, 09 Sep 2023 12:52:53;SN;Direct;Mais dans mes Messieurs, voie 26. Merci de patienter quelques instants devant les porte embarquement.;Mesdames, Messieurs, voie 26. Merci de patienter quelques instants devant les porte embarquement.;9,54;0087113001-Pupitres-20230909-125253-a78b8d8d-46cb-4a37-94f7-17951ec30628.mp3
Paris Est;Sat, 09 Sep 2023 16:57:42;SPI;Direct;Mais dans Messieurs votre attention s il vous plaît je m adresse aux voyageurs à destination de je vous informe que votre train partira de la voie 13 avec un retard de 10 Min environ Merci de votre attention;Mesdames, Messieurs votre attention s il vous plaît je m adresse aux voyageurs à destination de Meaux je vous informe que votre train partira de la voie 13 avec un retard de 10 Min environ Merci de votre attention;17;0087113001-Pupitres-20230909-165742-ec39e269-3909-46dd-9529-146a79bf3e8e.mp3
Paris Est;Sat, 09 Sep 2023 14:27:25;SN;Direct;Bien Messieurs, Bonjour votre attention s'il vous plaît. Une alerte orange Météo France canicule est en cours. la SNCF vous invite à vous hydrater régulièrement et à emporter de l'eau pour votre voyage. Merci également de rester attentif envers les autres voyageurs et n'hésitez pas à solliciter les agents gares en cas de difficulté.;Mesdames, Messieurs, Bonjour votre attention s'il vous plaît. Une alerte orange Météo France canicule est en cours. la SNCF vous invite à vous hydrater régulièrement et à emporter de l'eau pour votre voyage. Merci également de rester attentif envers les autres voyageurs et n'hésitez pas à solliciter les agents gares en cas de difficulté.;20;0087113001-Pupitres-20230909-142725-36cc71a1-a794-4779-acf6-978be4b6ba7b.mp3
Paris Est;Sat, 09 Sep 2023 22:36:29;SN;Direct;Vois ces attention, la rame situées à l'arrière reste en gare voie 16 voie 16. Attention, la rame situe à l'arrière ne prend pas de voyageurs voie 16 voie 16. Attention, la rame situées à l'arrière reste en gare. Merci d'avancer vers l'avant du train.;Voie 16  attention, la rame situées à l'arrière reste en gare voie 16 voie 16. Attention, la rame situe à l'arrière ne prend pas de voyageurs voie 16 voie 16. Attention, la rame situées à l'arrière reste en gare. Merci d'avancer vers l'avant du train.;21;0087113001-Pupitres-20230909-223629-da7ab117-19b4-455d-abe2-eda1594219e6.mp3
